,title,media,date,datetime,desc,link,img
0,Testing positive for coronavirus after getting a vaccine? Here's how likely that is and what to know if it happens,USA Today,"Jan 5, 2021",2021-01-05,"It's still possible to test positive for the coronavirus even after getting 
vaccinated, experts said. Both the Pfizer-BioNTech and Moderna vaccines 
require...",https://www.usatoday.com/story/news/health/2021/01/05/covid-testing-positive-after-getting-vaccine-heres-what-know/4124661001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
1,9 months of COVID vaccine innovation,Optometry Times,"Jan 4, 2021",2021-01-04,"Nine months later, the FDA approved two COVID-19 vaccines under emergency 
authorization. Before New Year's Day, millions of Americans had received 
the...",https://www.optometrytimes.com/view/9-months-of-covid-vaccine-innovation,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
2,"In the COVID vaccine rollout, our expectations don’t match reality",Fortune,"Jan 4, 2021",2021-01-04,"When William Schaffner discusses the distribution of the COVID-19 vaccine, 
the health policy and infectious diseases expert compares it to a process 
that's...",https://fortune.com/2021/01/04/covid-vaccine-rollout-delays-expectations-pfizer-moderna/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
3,What we know about the 5 biggest problems with the COVID vaccine rollout,Fortune,"Jan 31, 2021",2021-01-31,"Allocating COVID vaccines and materials. After doses of Pfizer/BioNTech's 
or Moderna's COVID vaccines have been manufactured, they must make their 
way to health...",https://fortune.com/2021/01/31/covid-vaccine-us-rollout-problems-coronavirus-vaccines-jumping-line-not-taking-data/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
4,Why You Should Still Wear A Mask And Avoid Crowds After ...,NPR,"Jan 12, 2021",2021-01-12,"How can you spread a virus if you've been vaccinated? All the COVID-19 
vaccines and vaccine candidates under consideration for use in the U.S. 
rely on bits of...",https://www.npr.org/sections/health-shots/2021/01/12/956051995/why-you-should-still-wear-a-mask-and-avoid-crowds-after-getting-the-covid-19-vac,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
5,UN health agency panel issues key guidance on second ...,UN News,"Jan 26, 2021",2021-01-26,"UN health agency panel issues key guidance on second COVID vaccine doses. 
India this month, has begun the world's biggest COVID-19 vaccination 
programme.",https://news.un.org/en/story/2021/01/1083022,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
6,Italy to take legal action on COVID vaccine delays to get doses,Reuters,"Jan 24, 2021",2021-01-24,"MILAN (Reuters) - Italy will take legal action and step up pressure in 
Brussels against Pfizer Inc and AstraZeneca over delays in deliveries of 
COVID-19...",https://www.reuters.com/article/us-health-coronavirus-italy-idUSKBN29T0GO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
7,Biden hopes Defense Production Act can aid vaccine production. Experts say it will take time.,USA Today,"Jan 21, 2021",2021-01-21,"The two current U.S. COVID-19 vaccines, from Pfizer and Moderna, both rely 
on relatively new mRNA technology. Both companies say their U.S. plants are 
operating...",https://www.usatoday.com/story/news/2021/01/21/biden-says-defense-production-act-could-aid-covid-19-vaccine-experts-say-take-time/6661234002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
8,"Biden details 5-step COVID vaccine plan, names new lead for ...",CIDRAP,"Jan 15, 2021",2021-01-15,"Biden said the Trump administration's efforts to roll out two approved 
COVID-19 vaccines, one from Pfizer and one from Moderna, was a dismal 
failure.",https://www.cidrap.umn.edu/news-perspective/2021/01/biden-details-5-step-covid-vaccine-plan-names-new-lead-vaccines,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
9,J&J's one-shot COVID vaccine offers hope for faster protection,Nature,"Jan 29, 2021",2021-01-29,"Another vaccine has been shown to protect against COVID-19 — and this time, 
... that reported that its coronavirus vaccine was less effective in a 
trial...",https://www.nature.com/articles/d41586-021-00119-7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
10,Where can I get the COVID vaccine in Portage County?,Record-Courier,"Jan 15, 2021",2021-01-15,"Who is in COVID vaccine phase 1B. The next phase of vaccination, referred 
to as 1B, begins on Tuesday. This group includes people age 65 and older, 
people with...",https://www.record-courier.com/story/news/2021/01/15/where-find-covid-vaccine-portage-county/4173481001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,"Alabama has lowest COVID vaccine rate in the nation, CDC says",AL.com,"Jan 14, 2021",2021-01-14,"As of Thursday afternoon, Alabama reported the lowest COVID vaccination 
rate of any state, and the only state listed as having given the vaccine to 
less...",https://www.al.com/news/2021/01/alabama-has-lowest-covid-vaccine-rate-in-the-nation-cdc-says.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,Texas becomes first state to administer 1 million doses of ...,The Texas Tribune,"Jan 14, 2021",2021-01-14,"Currently, vaccines are being administered to front-line health care 
workers, residents at assisted living facilities and nursing homes and 
those over 65 or...",https://www.texastribune.org/2021/01/14/texas-coronavirus-vaccine-one-million/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,TDH County Health Departments Offer COVID-19 Vaccination ...,TN.gov,"Jan 11, 2021",2021-01-11,"NASHVILLE, Tenn. – Tennessee county health departments are now booking 
appointments for people in Phase 1 populations of the Tennessee COVID-19 
Vaccination...",https://www.tn.gov/health/news/2021/1/11/tdh-county-health-departments-offer-covid-19-vaccination-by-appointment-.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,How to register for COVID-19 vaccine: State-by-state guide,TODAY,"Jan 11, 2021",2021-01-11,"See what your state is doing. Pre Register Covid Vaccine. Most states are 
only vaccinating select populations, but in...",https://www.today.com/health/how-register-covid-19-vaccine-state-state-guide-t205275,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,Ohio doesn't have a statewide COVID-19 vaccine waitlist. But some local health departments do.,Cincinnati Enquirer,"Jan 13, 2021",2021-01-13,"COLUMBUS – Ohio doesn't have a statewide waitlist or registration form for 
those seeking a COVID-19 vaccine, but several local health departments have 
set...",https://www.cincinnati.com/story/news/2021/01/13/no-ohio-statewide-covid-vaccine-waitlist-but-some-health-departments-have-coronavirus-shot-list/6653160002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,Covid Vaccine Safety: Side Effects in Context,Bloomberg.com,"Jan 18, 2021",2021-01-18,"Covid vaccines are designed to prevent a disease that has so far killed 
more than 5 million people worldwide. No pharmaceutical, however, is 
completely...",https://www.bloomberg.com/news/articles/2021-01-18/what-to-know-about-vaccine-related-deaths-allergies-quicktake,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,"Sick patients over 80 could be a COVID vaccine risk, Norwegian health officials warn",Fortune,"Jan 15, 2021",2021-01-15,"Norway said Covid-19 vaccines may be too risky for the very old and 
terminally ill, the most cautious statement yet from a European health 
authority as...",https://fortune.com/2021/01/15/sick-elderly-covid-vaccine-risk-norway-warning/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,"In race to save most lives, California wrestles with COVID ...",CalMatters,"Jan 25, 2021",2021-01-25,"But she's only 33, and at the current vaccination rate, it may be months 
before she can get her shots. After filling out a questionnaire from her 
provider,...",https://calmatters.org/health/coronavirus/2021/01/california-covid-vaccine-eligibility/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,What Happens After You Get the COVID-19 Vaccine?,Michigan Health Blog,"Jan 20, 2021",2021-01-20,"An immunologist explains how the vaccine trains your immune system to fight 
the coronavirus. white woman getting vavvine in arm with mask on from 
practitioner...",https://healthblog.uofmhealth.org/wellness-prevention/what-happens-after-you-get-covid-19-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
20,FAQ: When and where Texans can get the COVID vaccine,San Antonio Express-News,"Jan 19, 2021",2021-01-19,"Pfizer booster shots are available at the Alamodome. Metro Health is 
offering $100 H-E-B gift cards to Bexar County residents when they get 
fully vaccinated at...",https://www.expressnews.com/coronavirus/article/texas-vaccine-distribution-info-15836160.php,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
21,Covid-19 Vaccine Leaders Waited Months to Approve Distribution Plans,The Wall Street Journal,"Jan 15, 2021",2021-01-15,"Moncef Slaoui of Operation Warp Speed discussed coronavirus vaccine 
development at the White House last May, alongside President Trump.",https://www.wsj.com/articles/covid-19-vaccine-leaders-waited-months-to-approve-distribution-plans-11610737935,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
22,LIST: Where and how to get a COVID vaccination in the Houston area | County-by-county list,KHOU,"Jan 4, 2021",2021-01-04,"About the three vaccines approved in the U.S.: Pfizer-BioNTech COVID-19 
vaccine: This vaccine is authorized for emergency use in persons aged 16 
years and older...",https://www.khou.com/article/news/health/coronavirus/list-where-to-get-coronavirus-vaccine-near-me-houston/285-56626ecb-8b1b-4f91-afd9-712240fbe643,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
23,DHEC Launches New COVID-19 Vaccine Information Line ...,SCDHEC,"Jan 29, 2021",2021-01-29,"People who have questions about the COVID-19 vaccines or who need help 
finding vaccine providers and their contact information are asked to call 
the DHEC COVID-...",https://scdhec.gov/news-releases/dhec-launches-new-covid-19-vaccine-information-line-increases-call-center-staff,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
24,"'Go for it,' says first person vaccinated in India's massive ...",Reuters,"Jan 15, 2021",2021-01-15,"NEW DELHI (Reuters) - Hospital cleaning worker Manish Kumar became the 
first person in India to be vaccinated against COVID-19 on Saturday, as 
Prime...",https://www.reuters.com/article/us-health-coronavirus-india-vaccine-idUSKBN29L04M,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
25,Which Covid Vaccine Should You Get? Experts Cite the Effect Against Severe Disease,The New York Times,"Jan 31, 2021",2021-01-31,"Infectious disease doctors say getting a shot of the J&J vaccine, which has 
a lower efficacy against the virus than other vaccines, would still be 
well...",https://www.nytimes.com/2021/01/29/health/Covid-vaccine-explainer.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
26,J&J's one-shot Covid vaccine is safe and generates promising immune response in early trial,CNBC,"Jan 13, 2021",2021-01-13,"J&J's one-shot Covid vaccine is safe and generates promising immune 
response in early trial. Published Wed, Jan 13 20215:00 PM EST Updated Fri, 
Jan 15 20212...",https://www.cnbc.com/2021/01/13/covid-vaccine-johnson-johnson-one-shot-safe-generates-immune-response.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
27,Florida is restricting the COVID-19 vaccine to residents. Here's what you need to show proof of residency,Daytona Beach News-Journal,"Jan 22, 2021",2021-01-22,"Florida is restricting the COVID-19 vaccine to residents. Here's what you 
need to show proof of residency ... The coronavirus pandemic in Florida is 
an evolving...",https://www.news-journalonline.com/story/news/coronavirus/2021/01/22/what-do-florida-residents-need-bring-sign-up-covid-vaccine-appointment-proof-residency-coronvirus/6668613002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
28,Trouble scheduling a COVID vaccine in NY? You're not alone. Here's what to know.,Democrat and Chronicle,"Jan 13, 2021",2021-01-13,"Trouble scheduling a COVID vaccine in NY? ... of people suffering through a 
global pandemic all try to schedule a COVID-19 vaccine appointment at once?",https://www.democratandchronicle.com/story/news/politics/albany/2021/01/13/covid-vaccine-trouble-booking-appointment-new-york/6637010002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
29,India to start COVID vaccine exports on Wednesday,Reuters,"Jan 19, 2021",2021-01-19,"NEW DELHI, Jan 19 (Reuters) - India will start exporting COVID-19 vaccines 
from Wednesday, paving the way for many mid- and lower-income countries to 
get...",https://www.reuters.com/business/healthcare-pharmaceuticals/india-start-covid-vaccine-exports-wednesday-2021-01-19/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
30,Sanofi to help produce 100 million Pfizer/BioNTech vaccine doses,CNN,"Jan 27, 2021",2021-01-27,"Pfizer and its German partner BioNTech are, like other Covid-19 vaccine 
manufacturers such as AstraZeneca, struggling to meet the huge demand for 
shots that are...",https://www.cnn.com/2021/01/27/europe/sanofi-vaccine-doses-intl/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
31,Biden's plan to end policy of keeping Covid vaccine doses in ...,Stat News,"Jan 8, 2021",2021-01-08,"The transition team of President-elect Biden has taken its first step to 
reexamine the distribution of Covid-19 vaccines put in place by the Trump...",https://www.statnews.com/2021/01/08/bidens-plan-to-end-policy-of-keeping-covid-vaccine-doses-in-reserve-is-the-first-step-in-a-more-difficult-journey/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
32,Trump administration had no coronavirus vaccine distribution ...,Reuters,"Jan 24, 2021",2021-01-24,"WASHINGTON (Reuters) - There was no distribution plan for the coronavirus 
vaccine set up by the Trump administration as the virus raged in its last 
months...",https://www.reuters.com/article/us-health-coronavirus-usa-klain-idUSKBN29T0FY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
33,COVID vaccine distribution in Crawford County: What you need to know,GoErie.com,"Jan 21, 2021",2021-01-21,"In Pennsylvania, 8.33 million vaccine doses have been given, according to 
the Pennsylvania Department of Health. How do I get a COVID vaccine? All...",https://www.goerie.com/story/news/2021/01/21/crawford-county-pennsylvania-covid-vaccination-distribution-details/4162993001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
34,Israel's Covid vaccine rollout is the fastest in the world — here are some lessons for the rest of us,CNBC,"Jan 8, 2021",2021-01-08,"While the U.S. and Europe attempt to ramp up their own Covid vaccination 
drives, Israel is outpacing them all. Israel's vaccination drive began on 
Dec.",https://www.cnbc.com/2021/01/07/israels-covid-vaccine-rollout-is-the-fastest-in-the-world.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
35,Pfizer Says Its Covid Vaccine Works Against Key Mutation,The New York Times,"Jan 11, 2021",2021-01-11,"Pfizer and BioNTech announced on Friday that their Covid vaccine is 
effective against one of the mutations present in the new contagious 
variants identified...",https://www.nytimes.com/2021/01/08/health/pfizer-covid-vaccine-variant-mutation.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
36,Cuomo wants New York to buy Covid vaccine directly from Pfizer,NBC News,"Jan 18, 2021",2021-01-18,"Andrew Cuomo says the Trump Administration has failed to deliver enough 
Covid-19 vaccines to his state, so he wants to buy more doses directly from 
the...",https://www.nbcnews.com/news/us-news/cuomo-wants-new-york-buy-covid-vaccine-directly-pfizer-n1254605,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
37,China COVID vaccine reports mixed results — what does that ...,Nature,"Jan 15, 2021",2021-01-15,"China COVID vaccine reports mixed results — what does that mean for the 
pandemic? Scientists say CoronaVac could reduce cases of severe disease, 
particularly in...",https://www.nature.com/articles/d41586-021-00094-z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
38,US COVID vaccine tracker: How many people have been ...,NPR,"Jan 28, 2021",2021-01-28,"Since COVID-19 vaccine distribution began in the United States on Dec. 14, 
2020, more than 577 million doses have been administered, fully vaccinating 
over 219...",https://www.npr.org/sections/health-shots/2021/01/28/960901166/how-is-the-covid-19-vaccination-campaign-going-in-your-state,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
39,Arizona is only getting a third of the COVID vaccine doses it ...,Arizona Daily Star,"Jan 23, 2021",2021-01-23,"People wait outside Tucson Convention Center for COVID-19 vaccine shots. 
Hundreds lined up at TCC on Friday to get the shots, invited there after a 
computer...",https://tucson.com/news/local/arizona-is-only-getting-a-third-of-the-covid-vaccine-doses-it-needs-health-chief/article_8526e3ce-851d-5bee-9963-d0f6e7582e5b.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
40,Brazos Valley COVID-19 vaccination information,KBTX,"Jan 24, 2021",2021-01-24,"HealthPoint will be offering COVID vaccines to the community in 
Madisonville on May 14 from 8:30 a.m.-4:30 p.m. at their clinic.",https://www.kbtx.com/2021/02/04/brazos-valley-covid-19-vaccination-information/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
41,Merck Shuts Down Covid Vaccine Program After Lackluster Data,Bloomberg.com,"Jan 25, 2021",2021-01-25,"Merck & Co. is discontinuing development of its two experimental Covid-19 
vaccines after early trial data showed they failed to generate immune 
responses...",https://www.bloomberg.com/news/articles/2021-01-25/merck-shuts-down-covid-vaccine-program-after-lackluster-data,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
42,UPDATE: California pauses giving out shots from one lot of coronavirus vaccine,CNN,"Jan 19, 2021",2021-01-19,"(CNN) Health officials in California are telling medical providers across 
the state not to administer doses from one lot of Moderna's coronavirus 
vaccine...",https://www.cnn.com/2021/01/18/health/ca-vaccine-lot-pause/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
43,Can NJ mandate students & teachers get the COVID vaccine? Your questions answered,North Jersey Media Group,"Jan 15, 2021",2021-01-15,"Can NJ mandate students & teachers get the COVID vaccine? ... The rollout 
of the COVID-19 vaccine has sparked hope that schools will be able to 
return to...",https://www.northjersey.com/story/news/coronavirus/2021/01/15/nj-schools-covid-vaccine-what-you-need-know/4131010001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
44,"Wisconsin pharmacist who left vials out believed vaccine could harm people and change their DNA, police say",CNN,"Jan 5, 2021",2021-01-05,"The Wisconsin pharmacist arrested last week after allegedly removing vials 
of the Moderna Covid-19 vaccine from cold storage is a conspiracy theorist 
who...",https://www.cnn.com/2021/01/04/us/wisconsin-pharmacist-vaccine-vials-court-hearing/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
45,Globalizing the COVID vaccine,Brookings,"Jan 8, 2021",2021-01-08,"The development and approval of safe and effective COVID-19 vaccines less 
than a year after the start of the pandemic is a truly remarkable 
achievement,...",https://www.brookings.edu/opinions/globalizing-the-covid-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
46,Biden Picks Former F.D.A. Chief Kessler to Lead U.S. Vaccine Efforts,The New York Times,"Jan 15, 2021",2021-01-15,"Biden's promise of getting “100 million Covid vaccine shots into the arms 
of the American people” by his 100th day in office. Although Operation Warp 
Speed is...",https://www.nytimes.com/2021/01/15/health/covid-vaccine-kessler.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
47,New CDC guidelines bring more confusion about COVID-19 ...,WHYY,"Jan 18, 2021",2021-01-18,"Helen Fitzpatrick, 97, right, receives a COVID-19 vaccine administered by 
Dr. Hillary Cohen at Englewood Health in Englewood, N.J., Thursday, Jan. 
14, 2021.",https://whyy.org/articles/new-cdc-guidelines-bring-more-confusion-about-covid-19-vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
48,California’s Disneyland to become a mass Covid vaccine distribution site,The Guardian,"Jan 12, 2021",2021-01-12,"California is transforming Disneyland into a mass vaccine distribution site 
as the coronavirus surge overwhelms hospitals and sets a deadly new record 
in...",https://www.theguardian.com/us-news/2021/jan/12/california-disneyland-covid-vaccine-distribution-site,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
49,Here's how and where to schedule a COVID vaccine appointment in Iowa,WeAreIowa.com,"Jan 29, 2021",2021-01-29,"DES MOINES — Iowa is now three months into its COVID-19 vaccination 
process, and every single adult in the state is expected to be eligible for 
the vaccine...",https://www.weareiowa.com/article/news/health/coronavirus/vaccine/here-is-how-to-sign-up-for-covid-19-vaccine-in-iowa-polk-dallas-story-county-find-provider-appointment-schedule-locator/524-80ca7c6a-7ffd-4399-8be7-5520510dc7e5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
